파일명,TF-IDF_Cosine,Embedding_Cosine
val_009_result_Bmr001_chunk_2,0.2060,0.8884
val_026_result_ES2015c_chunk_3,0.3604,0.8940
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_2,0.0956,0.9199
val_054_result_제22대국회 제427회(임시회) 제2차 기획재정위원회(전체회의) (2025.07.15.)_chunk_16,0.1695,0.9411
val_023_result_제22대국회 제427회(임시회) 제1차 행정안전위원회(법안심사제1소위원회) (2025.07.08.)_chunk_13,0.2929,0.9361
val_027_result_제22대국회 제426회(임시회) 제2차 과학기술정보방송통신위원회(전체회의) (2025.06.27.)_chunk_9,0.2152,0.9424
val_013_result_제22대국회 제427회(임시회) 제1차 정무위원회(전체회의) (2025.07.15.)_chunk_15,0.1203,0.8386
val_010_result_Bro003_chunk_3,0.1750,0.8295
val_047_result_제22대국회 제427회(임시회) 제2차 산업통상자원중소벤처기업위원회(전체회의) (2025.07.15.)_chunk_17,0.3177,0.9409
val_064_result_제22대국회 제427회(임시회) 제2차 외교통일위원회(전체회의) (2025.07.14.)_chunk_4,0.2413,0.9507
